timestamp,frame_num,mode,obj_count,obj_classes,avg_confidence,avg_depth_m,cpu_power_w,gpu_power_w,inst_power_w,frame_power_mj,pixel_power_uj,total_energy_wh,peak_power_w,energy_per_frame_mj,energy_per_object_mj,fps_per_watt,objects_per_joule,yolo_efficiency,frame_latency_ms,capture_ms,preprocess_ms,yolo_ms,track_ms,render_ms,bottleneck_stage,fps,fps_stability_std,dropped_frames,cpu_pct,gpu_pct,ram_mb,gpu_mb,motion_detected,tracking_stability_pct
2026-05-21 15:39:40,1,rgb,0,—,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.59,29.5,6.59,0.0,0.0,10.2,capture,0.0,0.0,0,0.0,0.0,0.0,0.0,0,100.0
2026-05-21 15:39:41,21,rgb,2,chair|person|chair|book|person,0.566,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1792.67,2000.0,0.066,53.67,10.12,4.45,30.43,0.17,8.33,yolo,17.9,7.16,0,0.0,0.0,0.0,0.0,0,100.0
2026-05-21 15:39:42,48,rgb,2,chair|person|chair|book|person,0.618,0,0.0,0.6,0.6,26.562,0.0865,0.000147,0.6,26.562,13.281,42.87,75.3,0.089,44.27,10.64,3.65,22.56,0.15,7.07,yolo,25.7,3.03,0,0.0,1.0,426.9,19.0,0,100.0
2026-05-21 15:39:43,64,rgb,3,chair|book|cell phone|person|chair|person|chair|book|person,0.596,0,37.53,0.0,37.53,1680.218,5.4695,0.002637,37.53,1680.218,560.073,0.45,1.8,0.128,44.77,9.57,3.79,23.4,0.17,7.59,yolo,16.8,3.85,0,83.4,0.0,427.3,19.0,1,100.0
2026-05-21 15:39:44,81,rgb,2,chair|person|chair|book|person|book|person,0.575,0,37.53,0.0,37.53,1840.471,5.9911,0.010932,37.53,1840.471,920.236,0.44,1.1,0.076,49.04,9.76,4.16,26.21,0.18,8.37,yolo,16.4,0.17,0,83.4,0.0,427.3,19.0,1,100.0
2026-05-21 15:39:45,99,rgb,2,chair|book|person|chair|person|book|person|chair,0.605,0,40.68,0.0,40.68,2210.958,7.1971,0.021005,40.68,2210.958,1105.479,0.4,0.9,0.066,54.35,8.75,4.85,30.32,0.22,9.77,yolo,16.2,0.08,0,90.4,0.0,427.5,19.0,1,100.0
2026-05-21 15:39:46,118,rgb,2,chair|person,0.628,0,40.68,0.0,40.68,2308.997,7.5163,0.033296,40.68,2308.997,1154.498,0.46,0.9,0.064,56.76,8.73,5.43,31.09,0.25,10.77,yolo,18.7,1.02,0,90.4,0.0,427.5,19.0,1,100.0
2026-05-21 15:39:47,135,rgb,3,chair|person|chair|book|person,0.621,0,39.38,0.0,39.38,2198.192,7.1556,0.043762,40.68,2198.192,732.731,0.41,1.4,0.102,55.82,10.13,5.2,29.36,0.25,10.42,yolo,16.1,1.1,0,87.5,0.0,428.7,19.0,1,66.7
2026-05-21 15:39:48,156,rgb,2,chair|person|chair|book|person,0.619,0,36.32,0.0,36.32,1907.89,6.2106,0.055892,40.68,1907.89,953.945,0.53,1.0,0.074,52.53,10.02,4.97,27.13,0.23,9.78,yolo,19.1,1.18,0,80.7,0.0,428.8,19.0,1,100.0
2026-05-21 15:39:49,179,rgb,2,chair|person|chair|book|person|person,0.625,0,36.32,0.0,36.32,1795.298,5.8441,0.067666,40.68,1795.298,897.649,0.62,1.1,0.079,49.43,9.41,4.78,25.35,0.2,9.3,yolo,22.6,1.33,0,80.7,0.0,428.8,19.0,1,100.0
2026-05-21 15:39:50,198,rgb,3,chair|person,0.635,0,33.98,0.0,33.98,1596.38,5.1966,0.07627,40.68,1596.38,532.127,0.58,1.9,0.122,46.98,8.0,4.61,24.56,0.19,9.23,yolo,19.6,1.09,0,75.5,0.0,428.8,19.0,1,66.7
2026-05-21 15:39:51,219,rgb,3,chair|horse|cow|chair|person,0.628,0,34.34,0.0,34.34,1598.87,5.2047,0.085581,40.68,1598.87,532.957,0.57,1.9,0.123,46.56,7.73,4.51,24.45,0.2,9.23,yolo,19.7,0.04,0,76.3,0.0,428.9,19.0,1,100.0
2026-05-21 15:39:53,240,rgb,3,chair|person|chair|book|person,0.557,0,34.79,0.0,34.79,1654.612,5.3861,0.094982,40.68,1654.612,551.537,0.59,1.8,0.122,47.56,8.57,4.52,24.62,0.22,9.2,yolo,20.6,0.35,0,77.3,0.0,428.9,0.0,1,100.0
2026-05-21 15:39:54,263,rgb,3,chair|person|chair|book|person,0.485,0,34.79,0.0,34.79,1639.305,5.3363,0.105499,40.68,1639.305,546.435,0.17,1.8,0.122,47.12,8.15,4.49,24.65,0.25,9.1,yolo,5.8,4.17,0,77.3,0.0,428.9,0.0,1,66.7
2026-05-21 15:39:55,282,rgb,3,chair|person|chair|book|person,0.497,0,28.62,0.0,28.62,1378.339,4.4868,0.113176,40.68,1378.339,459.446,0.77,2.2,0.121,48.16,9.04,4.52,24.87,0.26,8.94,yolo,21.9,3.6,0,63.6,0.0,428.9,0.0,1,100.0
2026-05-21 15:39:56,303,rgb,2,chair|person|chair|book|person,0.542,0,36.81,0.0,36.81,1733.015,5.6413,0.121566,40.68,1733.015,866.508,0.51,1.2,0.08,47.08,8.12,4.34,24.95,0.25,8.86,yolo,19.0,0.85,0,81.8,0.0,428.9,0.0,1,100.0
2026-05-21 15:39:57,326,rgb,3,chair|vase|person|chair|person|chair|book|person,0.521,0,36.81,0.0,36.81,1721.604,5.6042,0.132651,40.68,1721.604,573.868,0.54,1.7,0.121,46.77,8.08,4.35,24.74,0.23,8.9,yolo,19.7,0.2,0,81.8,0.0,428.9,0.0,1,100.0
2026-05-21 15:39:58,347,rgb,3,chair|person|chair|vase|person|book|person|chair,0.494,0,36.0,0.0,36.0,1638.36,5.3332,0.142376,40.68,1638.36,546.12,0.62,1.8,0.122,45.51,7.02,4.32,24.55,0.22,8.9,yolo,22.3,0.91,0,80.0,0.0,428.9,0.0,1,66.7
2026-05-21 15:39:59,366,rgb,1,chair|person|chair|book|vase|person|book|vase|book|person|chair|chair|book|person|person|book|person,0.454,0,34.61,0.0,34.61,1577.178,5.134,0.150939,40.68,1577.178,1577.178,0.6,0.6,0.041,45.57,6.96,4.37,24.45,0.22,9.0,yolo,20.7,0.58,0,76.9,0.0,429.0,0.0,1,0.0
2026-05-21 15:40:00,387,rgb,1,book|person|book|bottle|person|person|bottle|person,0.454,0,34.61,0.0,34.61,1633.938,5.3188,0.160303,40.68,1633.938,1633.938,0.57,0.6,0.04,47.21,8.12,4.37,25.0,0.2,8.86,yolo,19.6,0.47,0,76.9,0.0,429.0,0.0,1,100.0
2026-05-21 15:40:01,408,rgb,2,person|book|person,0.541,0,38.97,0.0,38.97,1899.398,6.1829,0.171103,40.68,1899.398,949.699,0.51,1.1,0.079,48.74,9.19,4.52,25.26,0.18,8.94,yolo,19.7,0.04,0,86.6,0.0,429.0,0.0,1,50.0
2026-05-21 15:40:02,429,rgb,1,person|book|person,0.622,0,36.59,0.0,36.59,1756.686,5.7184,0.181751,40.68,1756.686,1756.686,0.57,0.6,0.04,48.01,8.87,4.64,24.91,0.18,8.83,yolo,20.9,0.47,0,81.3,0.0,429.0,0.0,1,100.0
2026-05-21 15:40:04,450,rgb,1,person|book|person,0.689,0,34.42,0.0,34.42,1577.469,5.135,0.191747,40.68,1577.469,1577.469,0.6,0.6,0.041,45.83,7.41,4.49,24.4,0.16,8.79,yolo,20.7,0.08,0,76.5,0.0,429.0,0.0,1,100.0
2026-05-21 15:40:05,472,rgb,1,person|bottle|person,0.736,0,34.42,0.0,34.42,1564.045,5.0913,0.201295,40.68,1564.045,1564.045,0.33,0.6,0.041,45.44,7.3,4.37,24.21,0.15,8.83,yolo,11.3,0.0,0,76.5,0.0,429.0,0.0,1,100.0
2026-05-21 15:40:06,492,rgb,1,person|book|person,0.76,0,27.59,0.0,27.59,1281.28,4.1708,0.208936,40.68,1281.28,1281.28,0.67,0.8,0.041,46.44,7.92,4.34,24.56,0.15,8.87,yolo,18.4,0.72,0,61.3,0.0,429.0,0.0,1,100.0
2026-05-21 15:40:07,513,rgb,1,dog|person,0.805,0,35.73,0.0,35.73,1702.892,5.5433,0.216879,40.68,1702.892,1702.892,0.55,0.6,0.039,47.66,7.57,4.46,25.86,0.15,9.07,yolo,19.6,0.26,0,79.4,0.0,426.1,0.0,1,100.0
2026-05-21 15:40:08,536,rgb,1,person|cat|person,0.772,0,35.73,0.0,35.73,1685.027,5.4851,0.227749,40.68,1685.027,1685.027,0.64,0.6,0.039,47.16,7.17,4.48,25.74,0.15,9.1,yolo,22.8,0.65,0,79.4,0.0,426.1,0.0,1,100.0
2026-05-21 15:40:09,557,rgb,1,person,0.739,0,33.71,0.0,33.71,1566.504,5.0993,0.237021,40.68,1566.504,1566.504,0.62,0.6,0.039,46.47,6.93,4.56,25.43,0.16,8.88,yolo,20.8,0.43,0,74.9,0.0,428.3,0.0,1,100.0
2026-05-21 15:40:10,577,rgb,2,chair|person|person,0.712,0,34.11,0.0,34.11,1562.579,5.0865,0.245689,40.68,1562.579,781.289,0.58,1.3,0.081,45.81,7.08,4.54,24.72,0.17,8.78,yolo,19.8,0.22,0,75.8,0.0,428.3,0.0,1,100.0
2026-05-21 15:40:11,599,rgb,2,chair|vase|person|chair|person,0.699,0,34.11,0.0,34.11,1582.704,5.152,0.255311,40.68,1582.704,791.352,0.63,1.3,0.08,46.4,7.51,4.6,24.88,0.18,8.72,yolo,21.4,0.33,0,75.8,0.0,428.3,0.0,1,100.0
2026-05-21 15:40:12,620,rgb,2,dog|person|chair|person|person|chair|vase,0.651,0,34.2,0.0,34.2,1589.616,5.1745,0.264591,40.68,1589.616,794.808,0.6,1.3,0.081,46.48,7.56,4.58,24.81,0.19,8.86,yolo,20.7,0.15,0,76.0,0.0,429.5,0.0,1,50.0
2026-05-21 15:40:13,641,rgb,2,chair|vase|chair|person,0.572,0,33.98,0.0,33.98,1542.012,5.0196,0.273778,40.68,1542.012,771.006,0.61,1.3,0.082,45.38,7.24,4.49,24.33,0.19,8.69,yolo,20.9,0.04,0,75.5,0.0,429.5,0.0,1,100.0
2026-05-21 15:40:14,660,rgb,1,chair|couch|person|chair|bottle|person|person|bottle|person,0.586,0,36.0,0.0,36.0,1608.84,5.2371,0.281894,40.68,1608.84,1608.84,0.58,0.6,0.041,44.69,6.71,4.48,24.37,0.18,8.53,yolo,20.9,0.0,0,80.0,0.0,429.5,0.0,1,100.0
