timestamp,frame_num,mode,obj_count,obj_classes,avg_confidence,avg_depth_m,cpu_power_w,gpu_power_w,inst_power_w,frame_power_mj,pixel_power_uj,total_energy_wh,peak_power_w,energy_per_frame_mj,energy_per_object_mj,fps_per_watt,objects_per_joule,yolo_efficiency,frame_latency_ms,capture_ms,preprocess_ms,yolo_ms,track_ms,render_ms,bottleneck_stage,fps,fps_stability_std,dropped_frames,cpu_pct,gpu_pct,ram_mb,gpu_mb,motion_detected,tracking_stability_pct
2026-05-21 10:57:11,1,rgb,0,—,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.63,22.41,51.24,0.0,0.0,24.12,preprocess,0.0,0.0,0,0.0,0.0,0.0,0.0,0,100.0
2026-05-21 10:57:12,12,rgb,1,person,0.921,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1089.81,1000.0,0.016,92.17,8.01,9.47,63.19,0.16,10.38,yolo,10.9,3.13,0,0.0,0.0,0.0,0.0,0,100.0
2026-05-21 10:57:13,30,rgb,1,person,0.918,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1619.8,1000.0,0.021,73.76,8.09,6.94,47.81,0.23,10.15,yolo,16.2,1.21,0,0.0,0.0,429.7,19.0,0,100.0
2026-05-21 10:57:15,51,rgb,1,person,0.917,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1691.92,1000.0,0.026,64.56,8.91,6.08,39.15,0.22,9.79,yolo,16.9,0.27,0,0.0,0.0,429.7,19.0,0,100.0
2026-05-21 10:57:16,69,rgb,1,person,0.917,0,39.69,0.0,39.69,2163.899,7.0439,0.006278,39.69,2163.899,2163.899,0.44,0.5,0.033,54.52,9.16,5.07,30.36,0.2,9.49,yolo,17.4,0.21,0,88.2,0.0,429.9,19.0,0,100.0
2026-05-21 10:57:17,90,rgb,1,person,0.917,0,37.8,0.0,37.8,1911.168,6.2213,0.018411,39.69,1911.168,1911.168,0.54,0.5,0.038,50.56,9.63,4.92,26.46,0.16,9.18,yolo,20.3,1.14,0,84.0,0.0,429.9,19.0,0,100.0
2026-05-21 10:57:18,111,rgb,1,person,0.918,0,37.8,0.0,37.8,1877.526,6.1117,0.029454,39.69,1877.526,1877.526,0.5,0.5,0.038,49.67,9.39,4.89,26.0,0.14,9.05,yolo,18.8,0.59,0,84.0,0.0,429.9,19.0,0,100.0
2026-05-21 10:57:19,129,rgb,1,person,0.92,0,38.3,0.0,38.3,1901.978,6.1913,0.038854,39.69,1901.978,1901.978,0.47,0.5,0.039,49.66,9.66,4.86,25.72,0.15,9.06,yolo,17.9,0.37,0,85.1,0.0,430.7,19.0,0,100.0
2026-05-21 10:57:20,149,rgb,1,person,0.922,0,38.3,0.0,38.3,1958.662,6.3759,0.049532,39.69,1958.662,1958.662,0.52,0.5,0.037,51.14,9.67,4.97,26.9,0.14,9.23,yolo,19.9,0.8,0,85.1,0.0,430.7,19.0,0,100.0
2026-05-21 10:57:21,165,rgb,1,person,0.925,0,39.2,0.0,39.2,2045.064,6.6571,0.058542,39.69,2045.064,2045.064,0.39,0.5,0.037,52.17,10.22,5.05,27.27,0.13,9.27,yolo,15.3,1.99,0,87.1,0.0,430.8,19.0,0,100.0
2026-05-21 10:57:22,180,rgb,1,person,0.926,0,38.16,0.0,38.16,1968.293,6.4072,0.066938,39.69,1968.293,1968.293,0.4,0.5,0.037,51.58,9.64,5.04,27.28,0.14,9.25,yolo,15.3,0.0,0,84.8,0.0,430.8,0.0,1,100.0
2026-05-21 10:57:23,200,rgb,1,person,0.925,0,38.16,0.0,38.16,1972.49,6.4209,0.077945,39.69,1972.49,1972.49,0.38,0.5,0.037,51.69,9.8,4.95,27.32,0.14,9.23,yolo,14.5,0.0,0,84.8,0.0,430.8,0.0,1,100.0
2026-05-21 10:57:24,218,rgb,1,person,0.922,0,36.81,0.0,36.81,1862.586,6.0631,0.087565,39.69,1862.586,1862.586,0.5,0.5,0.038,50.6,10.01,4.91,26.11,0.15,9.15,yolo,18.5,0.0,0,81.8,0.0,430.8,0.0,1,100.0
2026-05-21 10:57:25,234,rgb,1,person,0.92,0,36.81,0.0,36.81,2064.673,6.7209,0.095995,39.69,2064.673,2064.673,0.39,0.5,0.032,56.09,9.94,5.0,31.05,0.15,9.64,yolo,14.3,0.9,0,81.8,0.0,430.8,0.0,1,100.0
2026-05-21 10:57:26,249,rgb,1,person,0.918,0,41.22,0.0,41.22,2397.355,7.8039,0.105528,41.22,2397.355,2397.355,0.34,0.4,0.03,58.16,9.7,5.21,32.88,0.16,9.89,yolo,14.2,0.02,0,91.6,0.0,430.9,0.0,1,100.0
2026-05-21 10:57:27,268,rgb,1,person,0.901,0,41.22,0.0,41.22,2428.27,7.9045,0.118307,41.22,2428.27,2428.27,0.45,0.4,0.029,58.91,8.75,5.24,34.3,0.16,10.08,yolo,18.7,1.0,0,91.6,0.0,430.9,0.0,1,100.0
2026-05-21 10:57:28,285,rgb,2,person,0.839,0,40.5,0.0,40.5,2493.99,8.1185,0.12983,41.22,2493.99,1246.995,0.39,0.8,0.056,61.58,9.68,5.32,35.77,0.18,10.21,yolo,15.7,0.71,0,90.0,0.0,431.0,0.0,1,50.0
2026-05-21 10:57:29,303,rgb,1,person,0.767,0,39.15,0.0,39.15,2174.391,7.0781,0.141506,41.22,2174.391,2174.391,0.41,0.5,0.033,55.54,9.52,5.15,30.39,0.18,9.84,yolo,16.2,0.11,0,87.0,0.0,431.0,0.0,1,100.0
2026-05-21 10:57:30,321,rgb,4,person,0.72,0,39.15,0.0,39.15,2166.952,7.0539,0.152323,41.22,2166.952,541.738,0.46,1.8,0.135,55.35,10.5,5.01,29.53,0.18,9.7,yolo,17.9,0.39,0,87.0,0.0,431.0,0.0,1,50.0
2026-05-21 10:57:31,339,rgb,2,person|person|chair,0.625,0,39.28,0.0,39.28,2169.042,7.0607,0.163192,41.22,2169.042,1084.521,0.41,0.9,0.068,55.22,10.45,5.0,29.38,0.2,9.71,yolo,16.2,0.39,0,87.3,0.0,431.1,0.0,1,100.0
2026-05-21 10:57:32,357,rgb,1,person|chair|person|potted plant|person,0.612,0,39.28,0.0,39.28,2174.148,7.0773,0.174067,41.22,2174.148,2174.148,0.45,0.5,0.034,55.35,10.48,5.12,29.16,0.23,9.83,yolo,17.7,0.34,0,87.3,0.0,431.1,0.0,1,100.0
2026-05-21 10:57:33,360,rgb,2,person|person|potted plant,0.606,0,38.79,0.0,38.79,2148.19,6.9928,0.175872,41.22,2148.19,1074.095,0.46,0.9,0.068,55.38,10.49,5.12,29.2,0.23,9.8,yolo,17.7,0.0,0,86.2,0.0,431.1,0.0,1,50.0
2026-05-21 10:57:34,379,rgb,1,person|person|potted plant,0.621,0,38.79,0.0,38.79,2142.76,6.9751,0.187181,41.22,2142.76,2142.76,0.1,0.5,0.034,55.24,9.94,5.21,29.25,0.24,10.0,yolo,3.8,0.0,0,86.2,0.0,431.1,0.0,1,100.0
2026-05-21 10:57:36,396,rgb,1,person,0.675,0,32.67,0.0,32.67,1812.858,5.9012,0.19665,41.22,1812.858,1812.858,0.46,0.6,0.034,55.49,9.57,5.24,29.56,0.2,10.27,yolo,15.0,0.87,0,72.6,0.0,431.1,0.0,1,100.0
2026-05-21 10:57:37,415,rgb,1,person|person|boat,0.716,0,32.67,0.0,32.67,1801.424,5.864,0.206196,41.22,1801.424,1801.424,0.57,0.6,0.034,55.14,9.34,5.17,29.48,0.19,10.3,yolo,18.6,0.8,0,72.6,0.0,431.1,0.0,1,100.0
2026-05-21 10:57:38,432,rgb,0,person,0.745,0,39.06,0.0,39.06,2173.689,7.0758,0.216032,41.22,2173.689,2173.689,0.4,0.0,0.0,55.65,9.79,5.11,29.26,0.17,10.62,yolo,15.6,0.71,0,86.8,0.0,432.0,0.0,1,100.0
2026-05-21 10:57:39,450,rgb,2,traffic light|person|person,0.694,0,39.15,0.0,39.15,2175.565,7.0819,0.226888,41.22,2175.565,1087.783,0.46,0.9,0.069,55.57,9.91,5.12,29.06,0.17,10.61,yolo,17.8,0.5,0,87.0,0.0,432.0,0.0,1,50.0
2026-05-21 10:57:40,468,rgb,3,traffic light|person|cell phone|person|person,0.564,0,39.15,0.0,39.15,2177.131,7.087,0.237752,41.22,2177.131,725.71,0.41,1.4,0.104,55.61,10.08,5.14,28.76,0.19,10.74,yolo,16.2,0.37,0,87.0,0.0,432.0,0.0,1,66.7
2026-05-21 10:57:41,485,rgb,1,person|cell phone|person,0.468,0,39.24,0.0,39.24,2187.63,7.1212,0.248049,41.22,2187.63,2187.63,0.43,0.5,0.034,55.75,9.91,5.09,29.13,0.2,10.72,yolo,17.0,0.19,0,87.2,0.0,432.0,0.0,1,100.0
2026-05-21 10:57:42,502,rgb,2,person|cell phone|person,0.496,0,39.24,0.0,39.24,2204.111,7.1748,0.2584,41.22,2204.111,1102.055,0.43,0.9,0.066,56.17,9.17,5.14,30.11,0.22,10.83,yolo,16.9,0.02,0,87.2,0.0,432.0,0.0,1,100.0
2026-05-21 10:57:43,519,rgb,1,person|cell phone|person,0.523,0,40.05,0.0,40.05,2249.208,7.3216,0.268937,41.22,2249.208,2249.208,0.39,0.4,0.033,56.16,8.83,5.15,30.37,0.21,10.91,yolo,15.7,0.28,0,89.0,0.0,432.1,0.0,1,100.0
2026-05-21 10:57:44,537,rgb,2,person|cell phone|person,0.547,0,40.05,0.0,40.05,2266.83,7.379,0.280194,41.22,2266.83,1133.415,0.43,0.9,0.065,56.6,8.98,5.2,30.6,0.2,10.96,yolo,17.3,0.37,0,89.0,0.0,432.1,0.0,1,100.0
2026-05-21 10:57:45,540,rgb,2,cell phone|person,0.554,0,39.96,0.0,39.96,2255.342,7.3416,0.282081,41.22,2255.342,1127.671,0.43,0.9,0.066,56.44,9.01,5.26,30.36,0.2,10.94,yolo,17.3,0.0,0,88.8,0.0,432.1,0.0,1,100.0
2026-05-21 10:57:46,558,rgb,2,cell phone|person,0.559,0,39.96,0.0,39.96,2263.734,7.3689,0.293385,41.22,2263.734,1131.867,0.42,0.9,0.066,56.65,9.24,5.16,30.5,0.21,10.88,yolo,16.7,2.98,0,88.8,0.0,432.1,0.0,1,100.0
2026-05-21 10:57:47,573,rgb,2,traffic light|person|cell phone|person,0.545,0,34.61,0.0,34.61,1991.113,6.4815,0.302583,41.22,1991.113,995.557,0.43,1.0,0.063,57.53,9.13,5.13,31.52,0.22,10.9,yolo,14.8,0.47,0,76.9,0.0,432.1,0.0,1,100.0
2026-05-21 10:57:48,591,rgb,2,traffic light|person|cell phone|person,0.511,0,34.61,0.0,34.61,2061.372,6.7102,0.312756,41.22,2061.372,1030.686,0.46,1.0,0.059,59.56,8.88,5.15,33.78,0.25,10.9,yolo,16.0,0.27,0,76.9,0.0,432.1,0.0,1,100.0
2026-05-21 10:57:49,607,rgb,1,traffic light|person|parking meter|traffic light|person|person,0.479,0,41.18,0.0,41.18,2459.681,8.0068,0.322778,41.22,2459.681,2459.681,0.39,0.4,0.03,59.73,8.88,5.16,33.84,0.24,11.04,yolo,15.9,0.02,0,91.5,0.0,432.1,0.0,1,100.0
2026-05-21 10:57:50,624,rgb,2,traffic light|person|person,0.474,0,41.18,0.0,41.18,2436.621,7.9317,0.334411,41.22,2436.621,1218.311,0.4,0.8,0.06,59.17,8.74,5.25,33.36,0.24,11.02,yolo,16.6,0.16,0,91.5,0.0,432.1,0.0,1,100.0
2026-05-21 10:57:51,639,rgb,2,traffic light|person|cell phone|person,0.484,0,41.31,0.0,41.31,2445.139,7.9594,0.344644,41.31,2445.139,1222.57,0.35,0.8,0.06,59.19,9.0,5.25,33.16,0.25,11.01,yolo,14.4,0.55,0,91.8,0.0,432.1,0.0,1,100.0
2026-05-21 10:57:52,657,rgb,2,traffic light|person|cell phone|person,0.503,0,41.31,0.0,41.31,2448.444,7.9702,0.356865,41.31,2448.444,1224.222,0.4,0.8,0.06,59.27,8.97,5.34,33.18,0.25,11.0,yolo,16.6,0.5,0,91.8,0.0,432.1,0.0,1,100.0
2026-05-21 10:57:53,672,rgb,2,traffic light|person|cell phone|person|person,0.519,0,43.07,0.0,43.07,2593.245,8.4416,0.367532,43.07,2593.245,1296.622,0.33,0.8,0.059,60.21,9.07,5.29,34.03,0.25,11.04,yolo,14.2,0.6,0,95.7,0.0,432.1,0.0,1,50.0
2026-05-21 10:57:54,689,rgb,1,traffic light|person|person,0.511,0,43.07,0.0,43.07,2659.572,8.6575,0.379953,43.07,2659.572,2659.572,0.39,0.4,0.028,61.75,9.14,5.45,35.1,0.22,11.31,yolo,16.7,0.59,0,95.7,0.0,432.1,0.0,1,100.0
