timestamp,frame_num,mode,obj_count,obj_classes,avg_confidence,avg_depth_m,cpu_power_w,gpu_power_w,inst_power_w,frame_power_mj,pixel_power_uj,total_energy_wh,peak_power_w,energy_per_frame_mj,energy_per_object_mj,fps_per_watt,objects_per_joule,yolo_efficiency,frame_latency_ms,capture_ms,preprocess_ms,yolo_ms,track_ms,render_ms,bottleneck_stage,fps,fps_stability_std,dropped_frames,cpu_pct,gpu_pct,ram_mb,gpu_mb,motion_detected,tracking_stability_pct
2026-05-19 11:07:56,1,rgb,0,—,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.91,26.87,28.04,0.0,0.0,15.8,preprocess,0.0,0.0,0,0.0,0.0,0.0,0.0,0,100.0
2026-05-19 11:07:57,24,rgb,2,person|person|knife,0.472,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2077.79,2000.0,0.079,46.76,10.56,4.13,25.43,0.13,6.17,yolo,20.8,7.88,0,0.0,0.0,0.0,0.0,0,50.0
2026-05-19 11:07:58,54,rgb,1,person|person|knife,0.508,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2882.85,1000.0,0.051,39.02,9.53,3.53,19.58,0.12,6.02,yolo,28.8,2.98,0,0.0,0.0,420.1,19.0,0,100.0
2026-05-19 11:07:59,82,rgb,1,person,0.496,0,39.2,0.0,39.2,1332.016,4.336,0.00865,39.2,1332.016,1332.016,0.68,0.8,0.065,33.98,9.31,3.06,15.43,0.12,5.91,yolo,26.5,0.88,0,87.1,0.0,420.1,19.0,0,100.0
2026-05-19 11:08:00,108,rgb,2,person|person|knife,0.494,0,41.4,0.0,41.4,1464.732,4.768,0.018776,41.4,1464.732,732.366,0.62,1.4,0.122,35.38,9.8,3.08,16.35,0.12,5.88,yolo,25.8,0.25,0,92.0,0.0,420.1,19.0,1,50.0
2026-05-19 11:08:01,138,rgb,1,person,0.508,0,38.07,0.0,38.07,1345.394,4.3795,0.03037,41.4,1345.394,1345.394,0.71,0.7,0.062,35.34,10.26,3.06,16.01,0.11,5.74,yolo,26.9,0.47,0,84.6,0.0,421.2,19.0,1,100.0
2026-05-19 11:08:02,168,rgb,1,person|person|knife|person|baseball bat,0.489,0,34.56,0.0,34.56,1169.165,3.8059,0.040774,41.4,1169.165,1169.165,0.82,0.9,0.069,33.83,10.39,3.02,14.48,0.12,5.67,yolo,28.2,0.55,0,76.8,0.0,421.2,19.0,0,100.0
2026-05-19 11:08:03,195,rgb,3,person|person|knife,0.482,0,36.95,0.0,36.95,1271.08,4.1376,0.049904,41.4,1271.08,423.693,0.78,2.4,0.198,34.4,10.06,3.08,15.13,0.14,5.85,yolo,28.8,0.23,0,82.1,0.0,421.2,19.0,1,33.3
2026-05-19 11:08:05,219,rgb,1,person|person|knife,0.492,0,41.49,0.0,41.49,1732.622,5.64,0.059178,41.49,1732.622,1732.622,0.51,0.6,0.047,41.76,10.91,3.16,21.36,0.13,6.03,yolo,21.3,3.41,0,92.2,0.0,421.2,19.0,1,100.0
2026-05-19 11:08:06,240,rgb,1,person,0.518,0,43.34,0.0,43.34,2075.119,6.7549,0.070152,43.34,2075.119,2075.119,0.34,0.5,0.039,47.88,11.33,3.6,25.47,0.14,7.16,yolo,14.7,3.21,0,96.3,0.0,420.6,19.0,1,100.0
