timestamp,frame_num,mode,obj_count,obj_classes,avg_confidence,avg_depth_m,cpu_power_w,gpu_power_w,inst_power_w,frame_power_mj,pixel_power_uj,total_energy_wh,peak_power_w,energy_per_frame_mj,energy_per_object_mj,fps_per_watt,objects_per_joule,yolo_efficiency,frame_latency_ms,capture_ms,preprocess_ms,yolo_ms,track_ms,render_ms,bottleneck_stage,fps,fps_stability_std,dropped_frames,cpu_pct,gpu_pct,ram_mb,gpu_mb,motion_detected,tracking_stability_pct
2026-05-19 11:27:58,1,rgb,0,—,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.74,28.73,6.44,0.0,0.0,10.33,capture,0.0,0.0,0,0.0,0.0,0.0,0.0,0,100.0
2026-05-19 11:27:59,23,rgb,2,person,0.732,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2059.86,2000.0,0.086,45.27,11.71,3.57,23.29,0.13,6.37,yolo,20.6,7.07,0,0.0,0.0,0.0,0.0,1,100.0
2026-05-19 11:28:00,50,rgb,2,person,0.698,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2681.15,2000.0,0.104,39.12,10.45,3.21,19.18,0.13,5.98,yolo,26.8,1.95,0,0.0,0.0,425.9,19.0,0,100.0
2026-05-19 11:28:01,77,rgb,2,person,0.709,0,32.13,0.0,32.13,1103.023,3.5906,0.00564,32.13,1103.023,551.511,0.86,1.8,0.128,34.33,9.82,2.89,15.63,0.14,5.71,yolo,27.7,0.24,0,71.4,0.0,426.1,19.0,1,100.0
2026-05-19 11:28:02,93,rgb,3,cell phone|person|person|umbrella|person,0.719,0,37.35,0.0,37.35,1546.663,5.0347,0.01135,37.35,1546.663,515.554,0.4,1.9,0.147,41.41,9.82,3.67,20.46,0.19,7.08,yolo,15.1,3.05,0,83.0,0.0,426.4,19.0,1,66.7
2026-05-19 11:28:03,112,rgb,3,cell phone|person|person|umbrella|person,0.723,0,37.35,0.0,37.35,1793.547,5.8384,0.020163,37.35,1793.547,597.849,0.5,1.7,0.124,48.02,10.35,4.35,24.23,0.23,8.63,yolo,18.6,0.78,0,83.0,0.0,426.4,19.0,1,66.7
2026-05-19 11:28:04,131,rgb,2,cell phone|person|person,0.725,0,36.59,0.0,36.59,1949.881,6.3473,0.030134,37.35,1949.881,974.941,0.51,1.0,0.073,53.29,10.13,5.04,27.58,0.27,10.01,yolo,18.7,0.02,0,81.3,0.0,426.7,19.0,1,100.0
2026-05-19 11:28:05,152,rgb,2,person,0.741,0,35.05,0.0,35.05,1757.407,5.7207,0.041192,37.35,1757.407,878.703,0.6,1.1,0.075,50.14,8.47,4.75,26.58,0.24,9.86,yolo,20.9,0.47,0,77.9,0.0,427.6,19.0,1,100.0
2026-05-19 11:28:06,173,rgb,2,person,0.767,0,35.05,0.0,35.05,1660.669,5.4058,0.051163,37.35,1660.669,830.335,0.6,1.2,0.077,47.38,6.98,4.54,26.05,0.21,9.36,yolo,20.9,0.0,0,77.9,0.0,427.6,19.0,1,100.0
2026-05-19 11:28:07,194,rgb,2,person|umbrella|person,0.781,0,33.75,0.0,33.75,1534.612,4.9955,0.060306,37.35,1534.612,767.306,0.62,1.3,0.079,45.47,5.99,4.48,25.47,0.21,9.1,yolo,20.9,0.0,0,75.0,0.0,427.6,19.0,1,100.0
2026-05-19 11:28:08,213,rgb,2,person,0.785,0,33.66,0.0,33.66,1577.981,5.1367,0.068592,37.35,1577.981,788.99,0.54,1.3,0.08,46.88,6.62,4.52,25.14,0.2,9.08,yolo,18.3,0.58,0,74.8,0.0,427.6,19.0,1,100.0
2026-05-19 11:28:09,237,rgb,2,person,0.776,0,33.66,0.0,33.66,1540.282,5.0139,0.078923,37.35,1540.282,770.141,0.66,1.3,0.083,45.76,6.63,4.5,24.15,0.21,8.95,yolo,22.3,0.8,0,74.8,0.0,427.6,19.0,1,100.0
2026-05-19 11:28:10,252,rgb,2,person,0.757,0,34.97,1.8,36.77,1693.994,5.5143,0.085888,37.35,1693.994,846.997,0.4,1.2,0.082,46.07,6.81,4.49,24.31,0.2,8.95,yolo,14.8,1.87,0,77.7,3.0,427.6,0.0,1,100.0
2026-05-19 11:28:11,273,rgb,2,person,0.749,0,31.59,0.0,31.59,1415.864,4.6089,0.095327,37.35,1415.864,707.932,0.66,1.4,0.081,44.82,6.37,4.47,24.57,0.21,8.96,yolo,20.9,1.3,0,70.2,0.0,427.7,0.0,1,100.0
